"Nom","Identifiant","Type","Sous-type","Sous-type","Commune","Code postal","Code INSEE","Département","Région","Latitude","Longitude","Site internet","Créateur","Mise à jour","Mise à jour DATAtourisme"
"Geocaching Terra Aventura: les Hauts de Hurlements","ASCAQU019V5007EY","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Ayen","19310","19015","Corrèze","Nouvelle-Aquitaine","45.247155","1.32665018","https://www.terra-aventura.fr/","Brive Tourisme","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : Les 12 travaux de Zabdo","ASCAQU087V500ZF4","Produit","Pratique",,"Bosmie-l'Aiguille","87110","87021","Haute-Vienne","Nouvelle-Aquitaine","45.7682525","1.21602354","https://www.terra-aventura.fr/caches/les-12-travaux-de-zabdo","OT Val de Vienne","2025-06-25T00:00:00.000Z","2026-07-03T02:18:24.778Z"
"Tèrra Aventura : Sur la route des chevaliers de Malte","ASCAQU087V500ZFL","Produit","Pratique",,"Sainte-Anne-Saint-Priest","87120","87134","Haute-Vienne","Nouvelle-Aquitaine","45.7085797","1.68637471","https://www.terra-aventura.fr/caches/sur-la-route-des-chevaliers-de-malte","OT Portes de Vassivière","2026-01-01T00:00:00.000Z","2026-07-03T02:18:24.781Z"
"Tèrra Aventura : Arédius & le chevalier Pissarrote","ASCAQU087V500ZD6","Produit","Pratique",,"Saint-Yrieix-la-Perche","87500","87187","Haute-Vienne","Nouvelle-Aquitaine","45.5156205","1.20245169","https://www.terra-aventura.fr/caches/aredius-le-chevalier-pissarrote","OT Pays de Saint-Yrieix","2026-03-06T00:00:00.000Z","2026-07-03T02:18:24.780Z"
"Tèrra Aventura : Le nouveau défi de la Perinqueta","ASCAQU087V500ZES","Produit","Pratique",,"Saint-Auvent","87310","87135","Haute-Vienne","Nouvelle-Aquitaine","45.8083373","0.92924093","https://www.terra-aventura.fr/caches/le-nouveau-defi-de-la-perinqueta","OT Ouest Limousin","2026-02-27T00:00:00.000Z","2026-07-03T02:18:24.775Z"
"Tèrra Aventura : Vous z'avez dit ""trésor"" ?","ASCAQU087V500ZD9","Produit","Pratique",,"Le Chalard","87500","87031","Haute-Vienne","Nouvelle-Aquitaine","45.5494969","1.13182375","https://www.terra-aventura.fr/caches/vous-zavez-dit-tresor","OT Pays de Saint-Yrieix","2026-03-03T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : Rendez la récup' à ses arts !","ASCAQU087V500ZFF","Produit","Pratique",,"Veyrac","87520","87202","Haute-Vienne","Nouvelle-Aquitaine","45.8944793","1.10659809","https://www.terra-aventura.fr/caches/rendez-la-recup-ses-arts","OT Limoges Métropole","2025-10-18T00:00:00.000Z","2026-07-03T02:18:24.778Z"
"Tèrra Aventura : Mystères à Neuvic en tiers","ASCAQU087V500A7H","Produit","Pratique",,"Châteauneuf-la-Forêt","87130","87040","Haute-Vienne","Nouvelle-Aquitaine","45.7236111","1.61138888","https://www.terra-aventura.fr/caches/mysteres-neuvic-en-tiers","CRT_NA","2025-12-19T00:00:00.000Z","2026-07-03T02:18:24.780Z"
"Tèrra Aventura : La bataille du Mont Gargan","ASCAQU087V500A7L","Produit","Pratique",,"Châteauneuf-la-Forêt","87130","87040","Haute-Vienne","Nouvelle-Aquitaine","45.62855","1.66545","https://www.terra-aventura.fr/caches/la-bataille-du-mont-gargan","CRT_NA","2025-12-19T00:00:00.000Z","2026-07-03T02:18:24.779Z"
"Séjour Terra Aventura à Aire Eugénie","OP031AQU040V50XBLX","Produit",,,"Aire-sur-l'Adour","40800","40001","Landes","Nouvelle-Aquitaine","43.7040003","-0.2594299","https://www.naturahotel.fr/,https://www.naturahotel.fr/","CDT 40","2025-11-30T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Séjour Terra Aventura en bordure de lac","OP031AQU040V50XAN0","Produit",,,"Gastes","40160","40108","Landes","Nouvelle-Aquitaine","44.3293396","-1.1455827","https://www.presverts.net/,https://www.presverts.net/","CDT 40","2025-11-30T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Circuit Tèrra Aventura : Le coup de la coquille","ASCAQU047V50AZAT","Produit","Pratique",,"Mézin","47170","47167","Lot-et-Garonne","Nouvelle-Aquitaine","44.056262","0.257552","https://albret-tourisme.com/terra-aventura-en-albret/,https://www.terra-aventura.fr/","OT de l'Albret","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Tèrra Aventura ""Le lièvre et la tortou"" à Pamproux","ASCAQU079V504QNY","Produit","Pratique",,"Pamproux","79800","79201","Deux-Sèvres","Nouvelle-Aquitaine","46.3952878","-0.0556912","https://www.tourisme-hautvaldesevre.fr/","OT Haut Val De Sèvre","2024-12-02T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : Prudence, ça pousse !","ASCAQU086V501G35","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Saix","86120","86250","Vienne","Nouvelle-Aquitaine","47.1362","-0.0004","https://www.terra-aventura.fr/parcours","Office de Tourisme du Pays Loudunais","2026-06-16T00:00:00.000Z","2026-06-17T03:11:07.693Z"
"Tèrra Aventura : Queaux-ce que c'est que ce grabuge ?","ASCAQU086V501G77","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Queaux","86150","86203","Vienne","Nouvelle-Aquitaine","46.32761","0.66922","https://www.sudviennepoitou.com/,https://www.terra-aventura.fr/parcours","Office de Tourisme Sud Vienne Poitou","2026-06-16T00:00:00.000Z","2026-06-27T02:27:42.239Z"
"Tèrra Aventura : Mulet de Jacquelin, superstar !","ASCAQU086V501G3A","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Vicq-sur-Gartempe","86260","86288","Vienne","Nouvelle-Aquitaine","46.72161","0.86136022","https://www.tourisme-chatellerault.fr/,https://www.terra-aventura.fr/parcours","Office de Tourisme de Grand Châtellerault","2026-06-16T00:00:00.000Z","2026-06-17T03:11:07.693Z"
"Terra Aventura - Frère Zacqu', dormez vous ?","ASCAQU040V50QW4M","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Pontenx-les-Forges","40200","40229","Landes","Nouvelle-Aquitaine","44.2352631","-1.0678724","https://www.terra-aventura.fr/","OT Mimizan","2026-02-06T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura - La mayade des gens z'heureux","ASCAQU040V50QVOG","Produit","Pratique",,"Linxe","40260","40155","Landes","Nouvelle-Aquitaine","43.9211796","-1.2476094",,"Côte Landes Nature Tourisme","2026-02-20T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : En tête à tête avec Quitterie","ASCAQU040V50QVK1","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Aire-sur-l'Adour","40800","40001","Landes","Nouvelle-Aquitaine","43.700062","-0.262294",,"Tourisme Aire Eugénie","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura Habas : Cours sur le haricot","ASCAQU040V50QVLG","Produit","Pratique",,"Habas","40290","40118","Landes","Nouvelle-Aquitaine","43.5714244","-0.9292741",,"OT Pays d'Orthe et Arrigans","2026-04-17T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : Oui, c'est un paradis !","ASCAQU033V50YCPR","Produit","Pratique",,"Hourtin","33990","33203","Gironde","Nouvelle-Aquitaine","45.1815819","-1.0839167","https://www.terra-aventura.fr/","OT Médoc Atlantique","2026-01-06T00:00:00.000Z","2026-06-27T02:27:42.242Z"
"Terra Aventura : 'Trappe-moi si tu peux !","ASCAQU024V50H433","Produit","Pratique","Pratique libre","Échourgnac","24410","24159","Dordogne","Nouvelle-Aquitaine","45.1262447","0.22920937",,"Vallée de l'Isle en Périgord","2026-01-29T00:00:00.000Z","2026-06-27T02:27:42.242Z"
"Tèrra Aventura : Essaie de monter, pour voir !","ASCAQU024V50H2M5","Produit","Pratique",,"Montpeyroux","24610","24292","Dordogne","Nouvelle-Aquitaine","44.9200933","0.05689466","https://www.terra-aventura.fr/caches/essaie-de-monter-pour-voir","Pays de Bergerac, Vignoble & Bastides","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Circuit Tèrra Aventura : Même pas peur de la Chimère !","ASCAQU047V50G3QT","Produit","Pratique",,"Monflanquin","47150","47175","Lot-et-Garonne","Nouvelle-Aquitaine","44.5352","0.76637","http://www.coeurdebastides.com/,https://www.terra-aventura.fr/","OT Coeur de Bastides","2026-04-20T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura: Brantôme, Venise du Périgord","ASCAQU024V50H6XS","Produit","Pratique",,"Brantôme en Périgord","24310","24064","Dordogne","Nouvelle-Aquitaine","45.365187","0.647394",,"Val de Dronne","2026-08-14T00:00:00.000Z","2026-08-15T01:44:22.525Z"
"Terra Aventura : Longue vie à l'Armagnac","ASCAQU040V50RR0T","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Labastide-d'Armagnac","40240","40131","Landes","Nouvelle-Aquitaine","43.96973","-0.18574",,"OT Landes d'Armagnac","2026-04-10T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Geocaching avec Terra Aventura : Où es-tu, Ramuntcho ?","ASCAQU064V5A4NZ7","Produit","Pratique",,"Hendaye","64700","64260","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.340423","-1.7392812","https://www.hendaye-tourisme.fr/fr/a-faire/activites/terra-aventura/","Hendaye Tourisme & Commerce","2026-04-24T00:00:00.000Z","2026-06-27T02:27:42.246Z"
"Terra Aventura : ""Pardaillan, chevalier maudit""","ASCAQU033V50QPXL","Produit","Pratique",,"Gensac","33890","33186","Gironde","Nouvelle-Aquitaine","44.8037951","0.0713421",,"OT Castillon-Pujols","2026-01-06T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura à Salles : Le marathon de l’échasse","ASCAQU033V50QP01","Produit","Pratique",,"Salles","33770","33498","Gironde","Nouvelle-Aquitaine","44.549651","-0.868055","https://www.terra-aventura.fr/","OT Val de l'Eyre","2026-03-05T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : ""Villas et Cabanes en fête !""","ASCAQU033V50R90O","Produit","Pratique",,"Andernos-les-Bains","33510","33005","Gironde","Nouvelle-Aquitaine","44.743424","-1.099633",,"OT Andernos-les-Bains","2026-02-02T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Circuit Tèrra Aventura : De la pierre et des rois","ASCAQU047V50BYN5","Produit","Pratique",,"Casteljaloux","47700","47052","Lot-et-Garonne","Nouvelle-Aquitaine","44.314611","0.08981764","https://www.terra-aventura.fr/","OT Coteaux et Landes de Gascogne","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Circuit Tèrra Aventura : La conjuration du renard","ASCAQU047V50BYMT","Produit","Pratique",,"Villefranche-du-Queyran","47160","47320","Lot-et-Garonne","Nouvelle-Aquitaine","44.3101872","0.1968351","https://www.terra-aventura.fr/","OT Coteaux et Landes de Gascogne","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Tèrra Aventura : Ziclou des rails à Lacanau","ASCAQU033V50USRK","Produit","Pratique",,"Lacanau","33680","33214","Gironde","Nouvelle-Aquitaine","45.0015782","-1.1962541","https://www.terra-aventura.fr/","OT Médoc Atlantique","2026-01-06T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : ""Voyage au centre de la Pierre""","ASCAQU064V5A3V6M","Lieu","Site sportif, récréatif et de loisirs",,"Arette","64570","64040","Pyrénées-Atlantiques","Nouvelle-Aquitaine","42.977603","-0.744861","https://www.terra-aventura.fr/","Office de Tourisme du Haut-Béarn","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Parcours Tèrra Aventura : ""Aux cîmes de la Bergerie""","ASCAQU064V5A59KE","Produit","Pratique",,"Cambo-les-Bains","64250","64160","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.3540297","-1.4057173","http://www.cambolesbains.com/","OT Cambo les Bains","2026-01-01T00:00:00.000Z","2026-06-27T02:27:42.242Z"
"Terra Aventura : Street Art Thérapie","ASCAQU040V50Z0IB","Produit","Pratique",,"Dax","40100","40088","Landes","Nouvelle-Aquitaine","43.710893","-1.0520924","https://www.terra-aventura.fr/","CDT 40","2025-01-10T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Séjour Terra Aventura en toute détente","OP031AQU040V50YVJM","Produit",,,"Clermont","40180","40084","Landes","Nouvelle-Aquitaine","43.65521","-0.90171","https://www.laforgedeclermont.fr/,https://www.laforgedeclermont.fr/","CDT 40","2025-11-30T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura - Ma reine des bourriches - Marennes","6997525","Lieu","Site sportif, récréatif et de loisirs",,"Marennes-Hiers-Brouage","17320","17219","Charente-Maritime","Nouvelle-Aquitaine","45.821158","-1.108403","https://www.terra-aventura.fr/","Office de Tourisme de l'île d'Oléron et du bassin de Marennes","2025-07-04T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : Comme un poisson dans L'Aurence","ASCAQU087V501RRV","Produit","Pratique",,"Limoges","87000","87085","Haute-Vienne","Nouvelle-Aquitaine","45.8583774","1.26447297","https://www.terra-aventura.fr/caches/comme-un-poisson-dans-laurence","OT Limoges Métropole","2025-10-18T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura - Geocaching ""Fondez pour Ruelle !""","6188777","Lieu","Site sportif, récréatif et de loisirs",,"Ruelle-sur-Touvre","16600","16291","Charente","Nouvelle-Aquitaine","45.678245","0.22853","https://www.terra-aventura.fr/","Office de Tourisme du Pays d'Angoulême","2025-07-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Circuit Tèrra Aventura : La caverne du dragon","ASCAQU047V50HNBV","Produit","Pratique",,"Saint-Front-sur-Lémance","47500","47242","Lot-et-Garonne","Nouvelle-Aquitaine","44.576046","0.971586","http://www.tourisme-fumel.com/,https://www.terra-aventura.fr/","OT Vallée du Lot et Garonne","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Terra Aventura ""Le berger, le renard et le crestadou""","ASCAQU064V5BE4QD","Produit","Pratique",,"Bilhères","64260","64128","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.05888","-0.448535","https://www.terra-aventura.fr/","OT Vallée d'Ossau Pyrénées","2026-01-03T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : ""Le Bourgailh, forêt presqu'enchantée""","ASCAQU033V511XOQ","Produit","Pratique",,"Pessac","33600","33318","Gironde","Nouvelle-Aquitaine","44.80288","-0.68921","https://www.terra-aventura.fr/","OT Bordeaux Métropole","2026-03-05T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : Valet de coeur, à vous l'honneur !","ASCAQU040V50TY00","Produit","Pratique",,"Préchacq-les-Bains","40465","40237","Landes","Nouvelle-Aquitaine","43.76699","-0.93036","http://www.chalosse.fr/","OT Terres de Chalosse","2025-07-10T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : ""Mourenx, ça gaze ? ""","ASCAQU064V5BEX40","Produit","Pratique",,"Mourenx","64150","64410","Pyrénées-Atlantiques","Nouvelle-Aquitaine","43.36887","-0.63182","https://www.coeurdebearn.com/","OT Coeur de Béarn","2026-03-27T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura, embarquement immédiat pour Dompierre !","6214273","Lieu","Site sportif, récréatif et de loisirs",,"Dompierre-sur-Charente","17610","17141","Charente-Maritime","Nouvelle-Aquitaine","45.70115","-0.494667","http://terra-aventura.fr/","Office de Tourisme de Saintes & la Saintonge","2024-02-22T00:00:00.000Z","2026-07-04T06:08:31.875Z"
"Terra Aventura : Ognoas, perle de l'Armagnac","ASCAQU040V50TQA3","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Arthez-d'Armagnac","40190","40013","Landes","Nouvelle-Aquitaine","43.9022355","-0.2701973",,"OT Landes d'Armagnac","2026-07-07T00:00:00.000Z","2026-07-09T02:37:02.408Z"
"Tèrra Aventura : Zart' y est Fresque","ASCAQU086V50041R","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Saint-Savin","86310","86246","Vienne","Nouvelle-Aquitaine","46.5644542","0.8651343","http://www.sudviennepoitou.com/,https://www.terra-aventura.fr/parcours","Office de Tourisme Sud Vienne Poitou","2026-06-16T00:00:00.000Z","2026-06-17T03:11:07.693Z"
"Tèrra Aventura : Roc’ and Troll","ASCAQU086V50041N","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Lathus-Saint-Rémy","86390","86120","Vienne","Nouvelle-Aquitaine","46.312363","0.932485","http://www.sudviennepoitou.com/,https://www.terra-aventura.fr/parcours","Office de Tourisme Sud Vienne Poitou","2026-08-09T00:00:00.000Z","2026-08-10T02:03:58.061Z"
"Tèrra Aventura : Zart' y est ""fresque !""","ASCAQU086V5005UG","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs",,"Saint-Germain","86310","86223","Vienne","Nouvelle-Aquitaine","46.5644542","0.8651343","http://www.sudviennepoitou.com/","Office de Tourisme Sud Vienne Poitou","2026-03-28T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : Fondor perd les Pédales","ASCAQU086V500IMH","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Guesnes","86420","86109","Vienne","Nouvelle-Aquitaine","46.9167","0.16232","https://www.terra-aventura.fr/parcours","Office de Tourisme du Pays Loudunais","2026-06-16T00:00:00.000Z","2026-06-17T03:11:07.693Z"
"Circuit Terra Aventura - Embarquez pour les Barthes !","ASCAQU040V50UF6A","Produit","Pratique",,"Pontonx-sur-l'Adour","40465","40230","Landes","Nouvelle-Aquitaine","43.7873363","-0.922853",,"OT Tartas","2026-07-23T00:00:00.000Z","2026-07-24T02:22:22.602Z"
"Tèrra Aventura : Les Poï'z mènent l'Enquête","ASCAQU086V50066X","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Valence-en-Poitou","86700","86082","Vienne","Nouvelle-Aquitaine","46.2982954","0.1792503","https://www.terra-aventura.fr/parcours","Office de Tourisme de Civraisien en Poitou","2026-08-10T00:00:00.000Z","2026-08-11T02:02:15.314Z"
"Tèrra Aventura : Qu'est-ce que tu nous Chantes là ?","ASCAQU086V500LJR","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Brigueil-le-Chantre","86290","86037","Vienne","Nouvelle-Aquitaine","46.39293","1.08529","https://www.sudviennepoitou.com/,https://www.terra-aventura.fr/parcours","Office de Tourisme Sud Vienne Poitou","2026-06-16T00:00:00.000Z","2026-06-17T03:11:07.693Z"
"Tèrra Aventura : Stage de Paléo-Déco","ASCAQU086V50041O","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Lussac-les-Châteaux","86320","86140","Vienne","Nouvelle-Aquitaine","46.4024439","0.724959","http://www.sudviennepoitou.com/,https://www.terra-aventura.fr/parcours","Office de Tourisme Sud Vienne Poitou","2026-06-16T00:00:00.000Z","2026-06-17T03:11:07.693Z"
"Tèrra Aventura : Des Viz'iteurs venus d'Ailleurs","ASCAQU086V500LXK","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","Charroux","86250","86061","Vienne","Nouvelle-Aquitaine","46.1434726","0.40526442","https://www.terra-aventura.fr/parcours","Office de Tourisme de Civraisien en Poitou","2026-07-13T00:00:00.000Z","2026-07-14T02:09:57.736Z"
"Geocaching Tèrra Aventura - Dans les bois de Morphée","7364983","Lieu","Site sportif, récréatif et de loisirs",,"Montendre","17130","17240","Charente-Maritime","Nouvelle-Aquitaine","45.267519","-0.399732","https://www.jonzac-haute-saintonge.com/terra-aventura/","CDC de Haute Saintonge","2026-03-18T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura - ""Moulis, on va déguster""","ASCAQU033V51AUJB","Produit","Pratique",,"Moulis-en-Médoc","33480","33297","Gironde","Nouvelle-Aquitaine","45.06016","-0.7681212",,"OT Médoc Plein Sud","2026-03-09T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Séjour Terra Aventura dans le Grand Dax","OP031AQU040V50Y3AH","Produit",,,"Saint-Paul-lès-Dax","40990","40279","Landes","Nouvelle-Aquitaine","43.7264679","-1.1227961","https://www.camping-ardy.com/,https://naxiresa.inaxel.com/etape2-sejours.php?&lang=1&compte=etangardy,https://www.camping-ardy.com/,https://naxiresa.inaxel.com/etape2-sejours.php?&lang=1&compte=etangardy","CDT 40","2025-11-30T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura ""Zéfaim garde la patate !""","ASCAQU033V51AZ9N","Produit","Pratique",,"Eysines","33320","33162","Gironde","Nouvelle-Aquitaine","44.88391","-0.64956",,"OT Bordeaux Métropole","2026-01-06T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura ""Bacalan, au pays des possibles""","ASCAQU033V51AZ92","Produit","Pratique",,"Bordeaux","33300","33063","Gironde","Nouvelle-Aquitaine","44.8772685","-0.554149",,"OT Bordeaux Métropole","2026-01-06T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : Kerlouët sonne l’alarme !","ASCAQU086V5023LH","Produit,Lieu","Location,Pratique,Prestataire d'activité,Site sportif, récréatif et de loisirs,Service pratique","Location de matériel","La Roche-Posay","86270","86207","Vienne","Nouvelle-Aquitaine","46.7858128","0.81159811","https://www.terra-aventura.fr/","Office de Tourisme & du Thermalisme La Roche Posay","2026-06-16T00:00:00.000Z","2026-06-17T03:11:07.692Z"
"Circuit Tèrra Aventura : Cache-noisette","ASCAQU047V50DK20","Produit","Pratique",,"Cancon","47290","47048","Lot-et-Garonne","Nouvelle-Aquitaine","44.542764","0.600693","http://www.coeurdebastides.com/,https://www.terra-aventura.fr/","OT Coeur de Bastides","2026-04-20T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Circuit Tèrra Aventura : Du savoir au comptoir","ASCAQU047V50DWJY","Produit","Pratique",,"Casseneuil","47440","47049","Lot-et-Garonne","Nouvelle-Aquitaine","44.445982","0.620819","http://www.tourisme-villeneuvois.fr/,https://www.terra-aventura.fr/","ADRT47","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Circuit Tèrra Aventura : Aux Saveurs de Puymirol","ASCAQU047V50DWK6","Produit","Pratique",,"Puymirol","47270","47217","Lot-et-Garonne","Nouvelle-Aquitaine","44.1869288","0.7955801","http://www.destination-agen.fr/,https://www.terra-aventura.fr/","ADRT47","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Circuit Tèrra Aventura : La source de Roland","ASCAQU047V50DWK5","Produit","Pratique",,"Laroque-Timbaut","47340","47138","Lot-et-Garonne","Nouvelle-Aquitaine","44.283125","0.761948","http://www.tourisme-villeneuvois.fr/,https://www.terra-aventura.fr/","ADRT47","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.124Z"
"Circuit Tèrra Aventura : Passez-lui les minottes !","ASCAQU047V50DUTC","Produit","Pratique",,"Barbaste","47230","47021","Lot-et-Garonne","Nouvelle-Aquitaine","44.1685223","0.29044463","https://albret-tourisme.com/terra-aventura-en-albret/,https://www.terra-aventura.fr/","OT de l'Albret","2026-07-31T00:00:00.000Z","2026-08-01T02:24:30.123Z"
"Tèrra Aventura : Petits problèmes de vinification","ASCAQU024V50F9O0","Produit","Pratique",,"Saint-Aubin-de-Cadelech","24500","24373","Dordogne","Nouvelle-Aquitaine","44.6983379","0.47975667","https://www.terra-aventura.fr/caches/petits-problemes-de-vinification","Pays de Bergerac, Vignoble & Bastides","2026-04-18T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : Entre carreyrous et carreras","ASCAQU024V50F9O3","Produit","Pratique",,"Beaumontois en Périgord","24440","24028","Dordogne","Nouvelle-Aquitaine","44.770052","0.76933399","https://www.terra-aventura.fr/caches/beaumont-du-perigord-entre-carreyrous-et-carreras","Pays de Bergerac, Vignoble & Bastides","2025-01-10T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : de Saint-Crépin à Carlucet","ASCAQU024V50F9N6","Produit","Pratique",,"Saint-Crépin-et-Carlucet","24590","24392","Dordogne","Nouvelle-Aquitaine","44.9608226","1.2980003",,"OT du pays de Fénelon","2025-07-10T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Tèrra Aventura : Montignac, une histoire de Ponts","ASCAQU024V50F9NG","Produit","Pratique",,"Montignac-Lascaux","24290","24291","Dordogne","Nouvelle-Aquitaine","45.0675365","1.16391423","https://www.terra-aventura.fr/","OT Lascaux Dordogne Vallée Vézère","2026-05-16T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Jean-Colois d’un jour","ASCAQU024V50F9PD","Produit","Pratique",,"Saint-Jean-de-Côle","24800","24425","Dordogne","Nouvelle-Aquitaine","45.4198162","0.84069776","https://www.perigord-limousin-tourisme.com/decouvrez-nos-pepites/terra-aventura-l-incroyable-chasse-aux-tresors/","Isle-Auvézère","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Le Petit Bois de l'Opéra","ASCAQU024V50F9W1","Produit,Lieu","Pratique,Site sportif, récréatif et de loisirs","Pratique libre","La Roche-Chalais","24490","24354","Dordogne","Nouvelle-Aquitaine","45.1379437","-0.0000719","https://www.perigord-inattendu.fr/","Val de Dronne","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura : Les Sirs de Bonne Foy","ASCAQU033V50UM6T","Produit","Pratique",,"Sainte-Foy-la-Grande","33220","33402","Gironde","Nouvelle-Aquitaine","44.840328","0.217635",,"OT du Pays Foyen","2026-01-06T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura, Méli-mélo à Mediolanum","5729280","Lieu","Site sportif, récréatif et de loisirs",,"Saintes","17100","17415","Charente-Maritime","Nouvelle-Aquitaine","45.744594","-0.629172","http://terra-aventura.fr/","Office de Tourisme de Saintes & la Saintonge","2024-02-22T00:00:00.000Z","2026-07-04T06:08:31.880Z"
"Terra Aventura, Port d'Envaux : Serez-vous de taille ?","5730399","Lieu","Site sportif, récréatif et de loisirs",,"Port-d'Envaux","17350","17285","Charente-Maritime","Nouvelle-Aquitaine","45.835125","-0.679692","http://terra-aventura.fr/","Communauté de communes Coeur de Saintonge","2023-06-20T00:00:00.000Z","2026-01-01T00:00:00.000Z"
"Terra Aventura, Burie : Une histoire pour Goulebenèze","5733341","Lieu","Site sportif, récréatif et de loisirs",,"Burie","17770","17072","Charente-Maritime","Nouvelle-Aquitaine","45.774089","-0.421185","http://terra-aventura.fr/","Office de Tourisme de Saintes & la Saintonge","2024-02-22T00:00:00.000Z","2026-07-04T06:08:31.880Z"
"Terra Aventura : Une cloche sonne, sonne...","ASCAQU024V50GPKU","Produit","Pratique",,"Thiviers","24800","24551","Dordogne","Nouvelle-Aquitaine","45.414463","0.92033051","https://www.perigord-limousin-tourisme.com/decouvrez-nos-pepites/terra-aventura-l-incroyable-chasse-aux-tresors/","Isle-Auvézère","2026-01-01T00:00:00.000Z","2026-01-01T00:00:00.000Z"
